movieId,title,genres,year,genres_list,genre_Film-Noir,genre_Fantasy,genre_Western,genre_Children,genre_Action,genre_Horror,genre_Crime,genre_Comedy,genre_Mystery,genre_Documentary,genre_Thriller,genre_Drama,genre_Animation,genre_(no genres listed),genre_Musical,genre_War,genre_Romance,genre_Sci-Fi,genre_Adventure,genre_IMAX,avg_rating,rating_count,rating_std,min_rating,max_rating,unique_users,first_rating_date,last_rating_date,rating_period_days,imdbId,tmdbId
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,1995.0,"['Mystery', 'Thriller']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3.975,203.0,0.922,0.5,5.0,203.0,829760898.0,1533872325.0,8149.4378125,114369,807.0
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,1995.0,"['Animation', 'Children', 'Drama', 'Musical', 'Romance']",0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,3.147,68.0,1.055,0.5,5.0,68.0,828124616.0,1518640791.0,7992.0853587962965,114148,10530.0
49,When Night Is Falling (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.0,1.0,0.0,3.0,3.0,1.0,974925453.0,974925453.0,0.0,114916,8391.0
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1995.0,"['Crime', 'Mystery', 'Thriller']",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4.238,204.0,0.801,1.0,5.0,204.0,829760898.0,1537157516.0,8187.460856481482,114814,629.0
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,1995.0,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3.464,28.0,0.871,1.0,5.0,28.0,829759809.0,1498525392.0,7740.342395833333,113819,11448.0
53,Lamerica (1994),Adventure|Drama,1994.0,"['Adventure', 'Drama']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.0,2.0,0.0,5.0,5.0,2.0,889468268.0,963180003.0,853.1450810185186,110299,49133.0
54,"Big Green, The (1995)",Children|Comedy,1995.0,"['Children', 'Comedy']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.333,3.0,1.528,1.0,4.0,3.0,845555402.0,1027521065.0,2106.0840625,112499,26441.0
55,Georgia (1995),Drama,1995.0,['Drama'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,1.0,0.0,4.0,4.0,1.0,858772543.0,858772543.0,0.0,113158,97406.0
57,Home for the Holidays (1995),Drama,1995.0,['Drama'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.062,8.0,0.863,2.0,5.0,8.0,840306644.0,1519240604.0,7858.031944444445,113321,9089.0
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,1994.0,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4.027,37.0,0.92,2.0,5.0,37.0,829759809.0,1285904454.0,5279.451909722222,110877,11010.0
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,1995.0,"['Adventure', 'Children', 'Fantasy']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.235,34.0,1.024,1.0,5.0,34.0,828124616.0,1519118310.0,7997.612199074074,113419,11359.0
61,Eye for an Eye (1996),Drama|Thriller,1996.0,"['Drama', 'Thriller']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.75,6.0,0.88,2.5,5.0,6.0,844973980.0,1519327817.0,7805.021261574074,116260,17182.0
62,Mr. Holland's Opus (1995),Drama,1995.0,['Drama'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.706,80.0,1.048,1.0,5.0,80.0,829322340.0,1533949200.0,8155.403472222222,113862,2054.0
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1996.0,"['Comedy', 'Crime']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.714,7.0,1.15,0.5,4.0,7.0,850865688.0,1342228081.0,5687.064733796296,116126,10607.0
64,Two if by Sea (1996),Comedy|Romance,1996.0,"['Comedy', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.2,5.0,0.837,1.0,3.0,5.0,856883540.0,980051988.0,1425.5607407407408,118002,19760.0
65,Bio-Dome (1996),Comedy,1996.0,['Comedy'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.532,31.0,1.056,1.0,5.0,31.0,845555070.0,1518640926.0,7790.345555555556,115683,9536.0
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996.0,"['Action', 'Sci-Fi', 'Thriller']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.5,9.0,1.118,0.5,4.0,9.0,845555151.0,1201158662.0,4115.781377314815,116839,11525.0
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995.0,"['Comedy', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.4,5.0,1.14,2.0,5.0,5.0,850688776.0,1171817003.0,3716.761886574074,113149,4482.0
69,Friday (1995),Comedy,1995.0,['Comedy'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.775,20.0,0.896,2.0,5.0,20.0,831940600.0,1498515243.0,7714.984293981482,113118,10634.0
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996.0,"['Action', 'Comedy', 'Horror', 'Thriller']",0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.509,55.0,1.016,1.0,5.0,55.0,831940127.0,1530637651.0,8086.776898148149,116367,755.0
71,Fair Game (1995),Action,1995.0,['Action'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,5.0,0.447,1.0,2.0,5.0,874416544.0,1150877466.0,3199.779189814815,113010,11859.0
72,Kicking and Screaming (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.214,7.0,1.286,1.0,4.5,7.0,829760897.0,1417278807.0,6799.975810185185,113537,28387.0
73,"Misérables, Les (1995)",Drama|War,1995.0,"['Drama', 'War']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.462,13.0,0.691,2.0,4.0,13.0,835022035.0,1519421396.0,7921.288900462963,113828,48750.0
74,Bed of Roses (1996),Drama|Romance,1996.0,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,8.0,0.756,3.0,5.0,8.0,850865586.0,1100186732.0,2885.661412037037,115644,20927.0
75,Big Bully (1996),Comedy|Drama,1996.0,"['Comedy', 'Drama']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2.2,5.0,1.095,1.0,3.0,5.0,855948083.0,1519353713.0,7678.305902777778,115676,36929.0
76,Screamers (1995),Action|Sci-Fi|Thriller,1995.0,"['Action', 'Sci-Fi', 'Thriller']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.4,15.0,1.198,1.0,5.0,15.0,832080615.0,1498518457.0,7713.400949074074,114367,9102.0
77,Nico Icon (1995),Documentary,1995.0,['Documentary'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,1.0,0.0,4.0,4.0,1.0,954482106.0,954482106.0,0.0,113973,124626.0
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995.0,"['Action', 'Crime', 'Drama', 'Thriller']",0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3.333,3.0,0.577,3.0,4.0,3.0,856736477.0,961518581.0,1212.7558333333334,112744,27526.0
79,"Juror, The (1996)",Drama|Thriller,1996.0,"['Drama', 'Thriller']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.765,17.0,1.2,1.0,5.0,17.0,845470717.0,1519336237.0,7799.3694444444445,116731,9623.0
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1995.0,"['Children', 'Drama']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,2.0,0.0,4.0,4.0,2.0,1039397611.0,1171409272.0,1527.9127430555557,112445,46785.0
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995.0,"['Crime', 'Drama', 'Romance']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3.107,14.0,0.764,2.0,5.0,14.0,850865720.0,1498517265.0,7495.966956018518,114660,400.0
82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.875,8.0,1.482,1.0,5.0,8.0,832060151.0,1279476639.0,5178.431574074074,112379,880.0
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.0,1.0,0.0,3.0,3.0,1.0,853938185.0,853938185.0,0.0,114039,146599.0
85,Angels and Insects (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.857,7.0,1.574,1.0,5.0,7.0,829759809.0,991075851.0,1867.0838194444445,112365,8447.0
86,White Squall (1996),Action|Adventure|Drama,1996.0,"['Action', 'Adventure', 'Drama']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.967,15.0,0.767,3.0,5.0,15.0,839537298.0,1171828191.0,3845.959409722222,118158,10534.0
87,Dunston Checks In (1996),Children|Comedy,1996.0,"['Children', 'Comedy']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5,7.0,0.957,0.5,3.0,7.0,845555300.0,1519184941.0,7796.639363425926,116151,17414.0
88,Black Sheep (1996),Comedy,1996.0,['Comedy'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.156,16.0,1.179,0.5,5.0,16.0,845555694.0,1520408790.0,7810.799722222222,115697,13997.0
89,Nick of Time (1995),Action|Thriller,1995.0,"['Action', 'Thriller']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.25,10.0,0.755,2.0,4.0,10.0,845555124.0,1498517086.0,7557.430115740741,113972,2086.0
92,Mary Reilly (1996),Drama|Horror|Thriller,1996.0,"['Drama', 'Horror', 'Thriller']",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.625,8.0,1.026,1.0,4.0,8.0,832080615.0,1171365342.0,3926.9065625,117002,9095.0
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1995.0,"['Comedy', 'Horror', 'Romance']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.833,9.0,1.031,1.0,4.0,9.0,832450076.0,1498504070.0,7708.958263888889,114825,12158.0
94,Beautiful Girls (1996),Comedy|Drama|Romance,1996.0,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3.95,10.0,0.497,3.0,5.0,10.0,829759809.0,1186086089.0,4124.146759259259,115639,9283.0
95,Broken Arrow (1996),Action|Adventure|Thriller,1996.0,"['Action', 'Adventure', 'Thriller']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.024,84.0,1.015,1.0,5.0,84.0,829759809.0,1513989977.0,7919.330648148148,115759,9208.0
96,In the Bleak Midwinter (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.5,1.0,0.0,3.5,3.5,1.0,1053020997.0,1053020997.0,0.0,113403,40154.0
97,"Hate (Haine, La) (1995)",Crime|Drama,1995.0,"['Crime', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.9,10.0,0.738,3.0,5.0,10.0,839310140.0,1519120150.0,7868.171412037037,113247,406.0
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995.0,['Documentary'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0,2.0,0.0,5.0,5.0,2.0,829759809.0,954482070.0,1443.5446875,113283,63076.0
100,City Hall (1996),Drama|Thriller,1996.0,"['Drama', 'Thriller']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.786,14.0,0.699,1.0,4.0,14.0,839310140.0,1498511085.0,7629.64056712963,115907,11062.0
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996.0,"['Adventure', 'Comedy', 'Crime', 'Romance']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,3.783,23.0,1.043,1.0,5.0,23.0,940361171.0,1525287210.0,6769.977303240741,115734,13685.0
102,Mr. Wrong (1996),Comedy,1996.0,['Comedy'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4,5.0,1.949,1.0,5.0,5.0,845555436.0,965708653.0,1390.6622337962963,117102,47475.0
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996.0,"['Mystery', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3.0,3.0,0.0,3.0,3.0,3.0,844974425.0,863976674.0,219.9334375,118040,2045.0
104,Happy Gilmore (1996),Comedy,1996.0,['Comedy'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.439,99.0,0.993,0.5,5.0,99.0,829322340.0,1523814260.0,8038.100925925926,116483,9614.0
105,"Bridges of Madison County, The (1995)",Drama|Romance,1995.0,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.283,23.0,0.85,1.0,5.0,23.0,829322340.0,1422640550.0,6867.108912037037,112579,688.0
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1994.0,"['Comedy', 'Drama']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.0,1.0,0.0,4.0,4.0,1.0,986848784.0,986848784.0,0.0,110251,11907.0
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996.0,"['Adventure', 'Children', 'Comedy', 'Musical']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.327,26.0,0.927,1.0,5.0,26.0,832059716.0,1513132255.0,7882.784016203704,117110,10874.0
108,Catwalk (1996),Documentary,1996.0,['Documentary'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,1.0,0.0,4.0,4.0,1.0,954482070.0,954482070.0,0.0,112646,89333.0
110,Braveheart (1995),Action|Drama|War,1995.0,"['Action', 'Drama', 'War']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.032,237.0,0.968,0.5,5.0,237.0,829760897.0,1532993855.0,8139.270347222222,112573,197.0
